energy_kinetic,energy_potential,energy_skyrme,energy_total,field_norm,max_amplitude,topological_charge,structure_count,correlation_length,time,step
1575400.190204862,458809.0694899929,490965.92724262294,2525175.186937478,8804.389425651607,2.915742269342637,-2.3579542353427265,1007,0.0,0.044000000000000004,440
1732427.499889327,464730.96279862954,536171.3322117652,2733329.7948997216,8904.041871360136,3.182725260029944,-2.376846446385704,1538,0.0,0.046,460
1898453.0772437968,471167.89611473714,583125.8232484948,2952746.7966070287,9012.754322835512,3.4811984363516677,-2.5627342305360976,2213,0.0,0.048,480
2073757.601244516,478154.5918188854,631756.7721288248,3183668.9651922267,9131.154931941652,3.8147370096375037,-2.5635613156549866,2979,0.0,0.05,500
2258637.2051148308,485727.6161393181,681985.9598555517,3426350.781109701,9259.902726104507,4.187314908094233,-2.6930418398262885,3867,0.0,0.052000000000000005,520
2453404.0763434805,493925.42289933306,733730.9130774082,3681060.412320222,9399.687965226676,4.603343134496468,-2.9674386814127574,4794,0.0,0.054,540
2658387.1545672496,502788.40074098797,786906.5404927381,3948082.095800976,9551.232517846416,5.067710561376609,-3.1237180396450537,5751,0.0,0.056,560
2873932.9461030466,512358.92462816497,841427.0618412985,4227718.93257251,9715.290267481556,5.585827098523513,-3.499380445631811,6779,0.0,0.058,580
3100406.477094482,522681.41256306524,897208.2141743794,4520296.103831926,9892.647562009106,6.163669183662263,-3.6115461200345376,7828,0.0,0.060000000000000005,600
3338192.4080857206,533802.3885873886,954169.6893727067,4826164.486045816,10084.12372079859,6.8078275927832586,-3.7936870820342943,8833,0.0,0.062,620
3587696.3151148036,545770.5532774334,1012237.6575151213,5145704.525907358,10290.571615952398,7.525557645182385,-3.9744136211531353,9763,0.0,0.064,640
3849346.0594919147,558636.8630619808,1071346.9823306846,5479329.90488458,10512.878344782794,8.324831989410537,-4.284743117345958,10598,0.0,0.066,660
4123592.932105261,572454.6197466308,1131442.379260453,5827489.931112345,10751.966008980662,9.214396294908104,-4.4173628028999845,11426,0.0,0.068,680
4410912.185907774,587279.5714855496,1192480.1801980727,6190671.937591395,11008.792610102535,10.203828330774002,-4.503563959912281,12233,0.0,0.07,700
4711804.852552483,603170.02652401,1254443.1032704127,6569417.982346905,11284.353078925897,11.303601075950668,-4.43324485227717,12972,0.0,0.07200000000000001,720
5026803.293190018,620186.9836841688,1317341.678099402,6964331.95497359,11579.680517719467,12.525150661880762,-4.391959794945912,13571,0.0,0.07400000000000001,740
5356474.1995722065,638394.2805088116,1381192.726526232,7376061.2066072505,11895.847664373794,13.88095008899414,-4.424665807705759,14165,0.0,0.076,760
5701420.341712246,657858.756531423,1446036.9286508476,7805316.026894516,12233.96850038458,15.384589774885988,-4.517989553498142,14680,0.0,0.078,780
6062282.357551388,678650.4375510748,1511928.1931563905,8252860.988258854,12595.20006706073,17.05086608154478,-4.922647423753981,15098,0.0,0.08,800
6439739.1444265945,700842.7396089211,1578940.790610831,8719522.674646346,12980.744462796292,18.895879034751207,-5.232459008987713,15448,0.0,0.082,820
6834511.817101427,724512.6954419549,1647194.9361172419,9206219.448660623,13391.851058825012,20.93714050554314,-5.711327854744318,15779,0.0,0.084,840
7247373.873269767,749741.214316019,1716881.379876552,9713996.467462337,13829.819086813968,23.1936942015437,-5.879309406680555,16029,0.0,0.08600000000000001,860
7679160.445454878,776613.381831112,1788200.4166678376,10243974.243953828,14296.00071495067,25.686248924571014,-5.933514131054533,16259,0.0,0.08800000000000001,880
8130763.308693584,805218.7851393227,1861304.996954699,10797287.090787604,14791.8043308389,28.43732652291503,-6.292894334078411,16453,0.0,0.09000000000000001,900
8603128.120301923,835651.8537341849,1936372.4510318292,11375152.425067935,15318.69774523317,31.471425656593762,-6.677394590121885,16598,0.0,0.092,920
9097273.529387701,868012.239801983,2013696.668111139,11978982.437300824,15878.211716506261,34.815202569454485,-6.899511669988968,16753,0.0,0.094,940
9614284.780326616,902405.2557567946,2093487.0693630928,12610177.105446504,16471.94413612706,38.49767061680184,-6.594717935140249,16851,0.0,0.096,960
10155308.460262032,938942.335714752,2175976.7933320906,13270227.589308875,17101.564091904143,42.55042045696602,-6.713071052899875,16919,0.0,0.098,980
