energy_kinetic,energy_potential,energy_skyrme,energy_total,field_norm,max_amplitude,topological_charge,structure_count,correlation_length,time,step
0.5556814494920583,408540.1128837112,49.47109127267554,408590.1396564333,8000.002876990029,1.000000900805277,-1.7862652353696804,0,0.0,0.0,0
245.07537080857594,408621.7476540544,53.71051082426287,408920.53353568725,8001.268841431056,1.000397309319384,-1.7858485268710727,0,0.0,0.002,20
934.3894677782414,408851.87933221884,65.6627721090387,409851.93157210614,8004.837513177691,1.001515042509761,-1.784672097492146,0,0.0,0.004,40
2069.1071907186424,409230.7081370857,85.3416078641799,411385.15693566855,8010.711618146299,1.003355763848853,-1.782727211458924,0,0.0,0.006,60
3650.2314677017107,409758.5636818801,112.76961318146392,413521.56476276333,8018.895643621853,1.0059222127095084,-1.7799997137859256,0,0.0,0.008,80
5679.159911293052,410435.90529765066,147.97824922348636,416263.04345816723,8029.395842230768,1.009218208308676,-1.7764956689793054,0,0.0,0.01,100
8157.686177015636,411263.32248409936,191.00784844099405,419612.01650955604,8042.220237477075,1.0132486552047713,-1.7721153196296011,0,0.0,0.012,120
11088.00170688906,412241.53548825026,241.9076213344179,423571.44481647376,8057.378630847232,1.0180195503557476,-1.7669280184941136,0,0.0,0.014,140
14472.697859834494,413371.39601158205,300.735664814872,428144.8295362314,8074.882610490386,1.0235379917468461,-1.7598167798116924,0,0.0,0.016,160
18314.768431134387,414653.88804639183,367.5589722320869,433336.21544975834,8094.745561482377,1.0298121885990172,-1.7522009226188024,0,0.0,0.018000000000000002,180
22617.6125635384,416090.1288422957,442.4534451489741,439150.19485098304,8116.982677683303,1.036851473170983,-1.7437328411399737,0,0.0,0.02,200
27385.038053013344,417681.37000391446,525.5039069547887,445591.91196388257,8141.6109752000275,1.04466631416989,-1.733418474806668,0,0.0,0.022000000000000002,220
32621.265052545546,419428.9987209341,616.804118421138,452667.0678919008,8168.649307466491,1.0532683317875227,-1.7259028747524665,0,0.0,0.024,240
38330.930177820446,421334.5391318786,716.4567953174021,460381.92610501644,8198.118381956308,1.0626703143810317,-1.713321163723638,0,0.0,0.026000000000000002,260
44519.09101902554,423399.6538230725,824.573628214455,468743.3184703125,8230.04077854367,1.0728862368191476,-1.6983534115691792,0,0.0,0.028,280
51191.23106345124,425626.1454644276,941.2753046179174,477758.65183249675,8264.440969530135,1.0839312805168837,-1.6790515614385138,0,0.0,0.030000000000000002,300
58353.26503399954,428015.958583829,1066.6915335844942,487435.915151413,8301.345341356611,1.095821855183729,-1.6169480309281452,0,0.0,0.032,320
66011.5446491529,430571.1814820555,1200.9610729872657,497783.68720419565,8340.782218021312,1.108575622312398,-1.5750164594455698,0,0.0,0.034,340
74172.86481040737,433294.0482903213,1344.231759608065,508811.14486033673,8382.781886226232,1.122211520437225,-1.537045127020093,0,0.0,0.036000000000000004,360
82844.4702236339,436186.9411726837,1496.660542247292,520528.07193856494,8427.376622276357,1.1367497921933831,-1.4991434705866369,0,0.0,0.038,380
