energy_kinetic,energy_potential,energy_skyrme,energy_total,field_norm,max_amplitude,topological_charge,structure_count,correlation_length,time,step
1031340.2623662323,438402.15125822584,328787.1619927523,1798529.5756172105,8482.960306846737,2.102786991139283,-1.9953342967514716,27,0.0,0.036000000000000004,360
1154753.8588748898,442541.6262388766,366398.1575540677,1963693.6426678342,8551.817254889304,2.2727023750172672,-1.9232397806952406,70,0.0,0.038,380
1286171.121921381,447071.34481284826,405974.12778479414,2139216.5945190233,8627.50746492706,2.4630989502154326,-2.0494781925891985,175,0.0,0.04,400
1425813.7142571968,452018.6998220406,447471.9280965846,2325304.342175822,8710.538306893442,2.676287332857785,-2.2622803114855423,321,0.0,0.042,420
1573916.8402957763,457412.7352871961,490840.39924765023,2522169.9748306223,8801.446547063542,2.9148479131286575,-2.358301396794461,538,0.0,0.044000000000000004,440
1730729.5870105845,463284.1766642331,536020.5486199431,2730034.3122947607,8900.79868999759,3.18165902243463,-2.3771040806471526,857,0.0,0.046,460
1896515.3032715067,469665.4618076231,582945.9979852961,2949126.763064426,9009.191313630055,3.4799275654233615,-2.5632628891642946,1314,0.0,0.048,480
2071552.0283480922,476590.77289252577,631543.7176747689,3179686.518915387,9127.251400980773,3.8132221438765272,-2.563673754468959,1916,0.0,0.05,500
2256132.982727852,484096.0696421922,681735.0594668705,3421964.111836915,9255.636673678708,4.1855086623387505,-2.693095549535543,2580,0.0,0.052000000000000005,520
2450567.1362550445,492219.12430794525,733437.0923091458,3676223.3528721356,9395.035934300224,4.601188370620315,-2.9684235288838225,3366,0.0,0.054,540
2655179.869984119,500999.5589547167,786564.2381743742,3942743.66711321,9546.16942639151,5.065138272279707,-3.1225948881777867,4232,0.0,0.056,560
2870313.750047622,510478.8857150712,841030.2006528832,4221822.836415576,9709.789222934523,5.582753817976917,-3.50037659098711,5107,0.0,0.058,580
3096329.434960938,520700.55078880856,896750.1709304138,4513780.15668016,9886.679655903585,6.1599938153140155,-3.6107038466386383,6009,0.0,0.060000000000000005,600
3333606.738548078,531709.9830831212,953643.264944866,4818959.986576065,10077.657801401412,6.803427528383203,-3.795963319694859,7024,0.0,0.062,620
3582545.8527764673,543554.6485043558,1011635.0457625159,5137735.547043339,10283.574036468786,7.520284014050992,-3.975730580544934,7960,0.0,0.064,640
3843568.6514334963,556284.1110080101,1070659.7359536458,5470512.498395152,10505.312684401557,8.318503847390343,-4.289423661645031,8901,0.0,0.066,660
4117119.758517217,569950.1015442067,1130661.3692548373,5817731.229316261,10743.792763683938,9.206793520309105,-4.418034687385957,9758,0.0,0.068,680
4403666.996215036,584606.5958696485,1191595.5737540703,6179869.165838755,10999.968849764222,10.194682945705432,-4.505008704092434,10550,0.0,0.07,700
4703703.122014823,600309.9022390739,1253444.4064189456,6557457.430672843,11274.832066940719,11.292586652153943,-4.432671564870172,11310,0.0,0.07200000000000001,720
5017751.278152092,617118.7625297178,1316217.564224973,6951087.604906783,11569.411289149944,12.5118693986097,-4.392667691847748,12074,0.0,0.07400000000000001,740
5346367.851608498,635094.4672149593,1379930.994604893,7361393.313428351,11884.774557191538,13.864917064067974,-4.425669219048329,12757,0.0,0.076,760
5690144.096865302,654300.981271878,1444624.4774370266,7789069.555574207,12222.030634243998,15.365213765709342,-4.520572372136203,13354,0.0,0.078,780
6049707.763529279,674805.0864179565,1510350.8887798593,8234863.738727095,12582.330763487764,17.027426227012445,-4.926425283242616,13915,0.0,0.08,800
6425723.3256018935,696676.5378145468,1577183.5032426147,8699583.366659056,12966.87059948493,18.867496457241188,-5.234532069567011,14382,0.0,0.082,820
6818895.78060349,719988.2372706382,1645241.7118557433,9184125.729729872,13376.892350704793,20.902743829615837,-5.7153445760270465,14827,0.0,0.084,840
7229980.639740175,744816.4329493191,1714715.2828732806,9689512.355562774,13813.687286298436,23.15197768654781,-5.880848540879555,15210,0.0,0.08600000000000001,860
7659792.855115895,771240.9510242629,1785802.6819717078,10216836.488111867,14278.598720816217,25.635621664332334,-5.93717207294843,15538,0.0,0.08800000000000001,880
8109201.455815459,799345.4438280829,1858654.7432439267,10767201.64288747,14773.025190744374,28.375850846161427,-6.297342049529738,15805,0.0,0.09000000000000001,900
8579126.656526359,829217.6440340471,1933448.1358452274,11341792.436405633,15298.42353843999,31.396742478711715,-6.6833448604961685,16048,0.0,0.092,920
9070558.644359179,860949.6472878315,2010474.6063987208,11941982.89804573,15856.312309399878,34.72444099385507,-6.900157062175549,16257,0.0,0.094,940
9584550.443383984,894638.2383365475,2089940.7577254174,12569129.43944595,16448.275788707237,38.387338540081444,-6.597207674213726,16394,0.0,0.096,960
10122212.548040515,930385.2270228156,2172077.7901822147,13224675.565245545,17075.967893444093,42.41627227378867,-6.714157050908341,16527,0.0,0.098,980
