energy_kinetic,energy_potential,energy_skyrme,energy_total,field_norm,max_amplitude,topological_charge,structure_count,correlation_length,time,step
0.9676005514163665,408540.1128559035,198.00007023629092,408739.0805266912,8000.00287801411,1.000001854521829,-1.786267377245109,0,0.0,0.0,0
426.76053449392424,408621.7387601605,265.8734410708239,409314.3727357253,8001.269358759043,1.0008180666452404,-1.7867926383454626,0,0.0,0.002,20
1627.245271445493,408851.8816353175,457.2304233244551,410936.35733008746,8004.840191155763,1.0031206906414543,-1.7882775106031326,0,0.0,0.004,40
3603.9162259646814,409230.8451552748,772.2922366754088,413607.05361791485,8010.720118373514,1.0069165608875084,-1.7908084786073117,0,0.0,0.006,60
6359.233913200897,409759.12937333254,1211.4223098185116,417329.78559635195,8018.9169503367275,1.0122169413374031,-1.7942065595403465,0,0.0,0.008,80
9896.627820487585,410437.4313969022,1775.1255305609286,422109.1847479507,8029.441573454683,1.019037555262297,-1.7966522036509045,0,0.0,0.01,100
14220.500405322651,411266.64632767154,2464.0472045255797,427951.19393751974,8042.307964174281,1.0273986267137187,-1.7983419215662995,0,0.0,0.012,120
19336.2322200405,412247.868468067,3278.971725202922,434863.07241331047,8057.533206363324,1.0373249337685866,-1.8015651412964828,0,0.0,0.014,140
25250.188163617913,413382.3927951043,4220.82095899915,442853.4019177214,8075.1375125338855,1.0488458736309036,-1.8016551532575824,0,0.0,0.016,160
31969.724861233517,414671.716702957,5290.65234993379,451932.0939141243,8095.1442489175,1.0619955396806602,-1.791952765123689,0,0.0,0.018000000000000002,180
39503.19917242752,416117.54201582156,6489.656749761293,462110.3979380104,8117.579964406065,1.0768128105756793,-1.7739239002188711,0,0.0,0.02,200
47859.97782899534,417721.77727290674,7819.155980546454,473400.9110824485,8142.474423374644,1.0933414515267792,-1.760692196135344,0,0.0,0.022000000000000002,220
57050.44820410672,419486.5402876259,9280.600138127795,485817.58862986043,8169.860642404579,1.1116302278806582,-1.7351341864252712,0,0.0,0.024,240
67086.03021458261,421414.160983332,10875.564646469264,499375.7558443839,8199.774930927762,1.1317330311582596,-1.6809738309856552,0,0.0,0.026000000000000002,260
77979.18935879898,423507.18450819707,12605.747074639317,514092.12094163534,8232.256935815265,1.1537090177089029,-1.5993873569642372,0,0.0,0.028,280
89743.45089333173,425768.37463210634,14472.963730075262,529984.7892555133,8267.349689936082,1.1776227601521576,-1.5924014042060441,0,0.0,0.030000000000000002,300
102393.41515222563,428200.71742871735,16479.146043893885,547073.2786248368,8305.099664714402,1.203544411790296,-1.57159098513737,0,0.0,0.032,320
115944.77401367706,430807.42524611606,18626.336766297714,565378.5360260908,8345.556826716462,1.231549884183891,-1.5431608869661673,0,0.0,0.034,340
130414.32851997981,433591.94096980034,20916.685992596504,584922.9554823767,8388.774698300982,1.2617210380919743,-1.4958533826330225,0,0.0,0.036000000000000004,360
145820.00765781253,436557.9425820234,23352.447043007993,605730.3972828438,8434.810422370192,1.2941458879858374,-1.4382758696144866,0,0.0,0.038,380
162180.8883073605,439709.34802185046,25935.972222208376,627826.2085514193,8483.724831261627,1.3289188203520883,-1.4076005069493303,0,0.0,0.04,400
179517.2163703797,443050.32035061077,28669.70848755312,651237.2452085436,8535.582519824242,1.3661408260059842,-1.3155426998375563,0,0.0,0.042,420
197850.42908914376,446585.2732277756,31556.193057959314,675991.8953748787,8590.45192272605,1.4059197466401563,-1.2449562554627367,0,0.0,0.044000000000000004,440
217203.1785702772,450318.87670265394,34598.04899860159,702120.1042715327,8648.405396044214,1.4483705358367194,-1.2793305909465267,0,0.0,0.046,460
237599.3565297913,454256.0633276805,37797.98081978763,729653.4006772594,8709.519303192734,1.4936155347722848,-1.4095373014587829,0,0.0,0.048,480
259064.120278205,458402.0345994737,41158.770131601654,758624.9250092803,8773.874105247132,1.5417847628455974,-1.4676408633745668,0,0.0,0.05,500
281623.91996747575,462762.2677342642,44683.27139908418,789069.4591008241,8841.554455730318,1.593016223456212,-1.457422154232434,0,0.0,0.052000000000000005,520
305306.52712458326,467342.52278474346,48374.407845791764,821023.4577551185,8912.649299928738,1.6474562251598766,-1.4321886215127775,0,0.0,0.054,540
